,island,sent_number,token,critical,surprisal
0,0,1,書いた,0,0.0
1,0,1,エッ,0,48.62614822387700
2,0,1,セー,0,0.22939734160900100
3,0,1,が,0,4.529538631439210
4,0,1,権威,0,18.337217330932600
5,0,1,ある,0,0.6983665227890020
6,0,1,文学,0,5.860152721405030
7,0,1,賞を受賞した,0,6.939208030700680
8,0,1,の,0,5.133325576782230
9,0,1,で,0,0.7109074592590330
10,0,1,女性,1,18.4166259765625
11,0,1,議員,1,12.208690643310500
12,0,1,は,1,2.107973575592040
13,0,1,感謝,1,16.794452667236300
14,0,1,を述べた,1,7.445012092590330
15,0,1,。,1,0.1108311265707020
0,0,2,発表した,0,0.0
1,0,2,論文,0,41.2899055480957
2,0,2,が,0,3.78421950340271
3,0,2,世界中の,0,16.317428588867200
4,0,2,学者,0,9.063436508178710
5,0,2,から,0,2.72623872756958
6,0,2,注目された,0,4.172436714172360
7,0,2,の,0,4.1002960205078100
8,0,2,で,0,1.3715767860412600
9,0,2,教授,1,15.535151481628400
10,0,2,は,1,5.231395721435550
11,0,2,多忙,1,15.27718734741210
12,0,2,を極め,1,1.5970748662948600
13,0,2,た,1,0.7551358938217160
14,0,2,。,1,0.042893849313259100
0,0,3,購入した,0,0.0
1,0,3,絵画,0,40.701904296875
2,0,3,が,0,3.5015571117401100
3,0,3,ピカ,0,9.138696670532230
4,0,3,ソ,0,0.00921826995909214
5,0,3,の作品,0,5.860406398773190
6,0,3,だったので,0,12.01440143585210
7,0,3,美術館,1,12.31850528717040
8,0,3,長は,1,11.526877403259300
9,0,3,展示,1,10.952533721923800
10,0,3,会,1,1.904724359512330
11,0,3,を計画した,1,11.416518211364700
12,0,3,。,1,0.3889862298965450
0,0,4,演じた,0,0.0
1,0,4,芝居,0,42.358158111572300
2,0,4,が,0,5.2096476554870600
3,0,4,連,0,13.152832984924300
4,0,4,日,0,0.4718130826950070
5,0,4,チケット,0,13.550607681274400
6,0,4,が,0,2.108243227005010
7,0,4,完売,0,0.7406191825866700
8,0,4,した,0,4.006980895996090
9,0,4,の,0,3.1721813678741500
10,0,4,で,0,0.44759517908096300
11,0,4,役者,1,15.191158294677700
12,0,4,は,1,3.480177640914920
13,0,4,海外,1,11.550190925598100
14,0,4,に招待され,1,13.007669448852500
15,0,4,た,1,0.870639443397522
16,0,4,。,1,0.04918703809380530
0,0,5,開発した,0,0.0
1,0,5,新,0,34.128753662109400
2,0,5,製品,0,4.10597038269043
3,0,5,が,0,3.260199546813970
4,0,5,今,0,12.292619705200200
5,0,5,朝,0,12.653496742248500
6,0,5,社,0,8.14207649230957
7,0,5,外に,0,15.322762489318800
8,0,5,発表された,0,4.755939483642580
9,0,5,の,0,6.58402156829834
10,0,5,で,0,0.524596631526947
11,0,5,若手,1,20.874799728393600
12,0,5,社員,1,2.678133010864260
13,0,5,は,1,1.2298988103866600
